"id","pid","extype","orig_phrase","sub_phrase","effect"
"4033","id6a1a205a3b13a","2","Shelley (making good use of my jury duty time)","Shelley (making good use of my jury duty time)","1"
"4034","id6a1a205a3b13a","2","I saw your 5:30 AM message!","I saw your 5:30 AM message.","1"
"4035","id6a1a205a3b13a","2","On Mahonia margining, I spoke with Mike Garberding.","Oh Mahonia marging, I spoke with Mike Garberding","1"
"4051","id6a1a205a3b13a","6","I'm looking forward to the long weekend!","I'm looking forward to the long weekend.","1"
"4052","id6a1a205a3b13a","6","If this has already been covered, then I apologize.","If this has already been covered, then I apologise.","1"
"4053","id6a1a205a3b13a","6","If possible, I'd like to get Amy's opinion.","If possible, I'd like to get Amy's opinnion","1"
"4054","id6a1a205a3b13a","6","San Francisco was Interconnect meeting.","San Fransisco was interconnect meeting.","1"
"4055","id6a1a205a3b13a","6","FYI I saw Ken Caminiti at Animal Kingdom yesterday!","FYI I saw Ken Caminoti in Animal Kingdom yesterday!","1"
"4056","id6a1a205a3b13a","6","Can I meet with you at 4:00?","Can I meet with you at 4:00?","1"
"4057","id6a1a205a3b13a","6","That's not the behavior that I was looking for.","That's not the behaviour I was looking for.","1"
"4058","id6a1a205a3b13a","6","If not, I can try information in Omaha.","If not, I can try information in Omaha","1"
"4059","id6a1a205a3b13a","6","What Enron entity owns the EOTT GP?","What Enror entity owns in EONN GP","1"
"4060","id6a1a205a3b13a","6","Yes still need it - when are you back?","Yes still need it - when are you back?","1"
"4061","id6a1a205a3b13a","6","We haven't sold the US business as yet.","We havent sold the US business as yet","1"
"4062","id6a1a205a3b13a","6","Can we go to 150/150 with Foster?","Can we go on 150/150 with Foster?","1"
"4063","id6a1a205a3b13a","6","I guess that's additive to my stretch?","I guess that's additive to my stretch?","1"
"4064","id6a1a205a3b13a","6","Target customers: Munis, Wapa, BPA.","Target customers: Munis, Wapa, BPA","1"
"4065","id6a1a205a3b13a","6","Here's the talking points for ANNGTC.","Here's the talking points for ANNGTC","1"
"4066","id6a1a205a3b13a","6","I'm looking forward to the long weekend!","I'm looking forward to the long weekend.","1"
"4067","id6a1a205a3b13a","6","If this has already been covered, then I apologize.","If this has already been covered, then I apologise.","1"
"4068","id6a1a205a3b13a","6","If possible, I'd like to get Amy's opinion.","If possible, I'd like to get Amy's opinnion","1"
"4069","id6a1a205a3b13a","6","San Francisco was Interconnect meeting.","San Fransisco was interconnect meeting.","1"
"4070","id6a1a205a3b13a","6","FYI I saw Ken Caminiti at Animal Kingdom yesterday!","FYI I saw Ken Caminoti in Animal Kingdom yesterday!","1"
"4071","id6a1a205a3b13a","6","Can I meet with you at 4:00?","Can I meet with you at 4:00?","1"
"4072","id6a1a205a3b13a","6","That's not the behavior that I was looking for.","That's not the behaviour I was looking for.","1"
"4073","id6a1a205a3b13a","6","If not, I can try information in Omaha.","If not, I can try information in Omaha","1"
"4074","id6a1a205a3b13a","6","What Enron entity owns the EOTT GP?","What Enror entity owns in EONN GP","1"
"4075","id6a1a205a3b13a","6","Yes still need it - when are you back?","Yes still need it - when are you back?","1"
"4076","id6a1a205a3b13a","6","We haven't sold the US business as yet.","We havent sold the US business as yet","1"
"4077","id6a1a205a3b13a","6","Can we go to 150/150 with Foster?","Can we go on 150/150 with Foster?","1"
"4078","id6a1a205a3b13a","6","I guess that's additive to my stretch?","I guess that's additive to my stretch?","1"
"4079","id6a1a205a3b13a","6","Target customers: Munis, Wapa, BPA.","Target customers: Munis, Wapa, BPA","1"
"4080","id6a1a205a3b13a","6","Here's the talking points for ANNGTC.","Here's the talking points for ANNGTC","1"
"4156","63d6c8b398b284a355e65870","1","What is in the plan?","What is in the plan?","1"
"4157","63d6c8b398b284a355e65870","1","We can have wine and catch up.","We can have wine and catch up.","1"
"4158","63d6c8b398b284a355e65870","1","Get with Mary for format.","Get with mary for format.","1"
"4159","63d6c8b398b284a355e65870","1","Ava, do we need to worry about this?","Ava, do we need to worry about this?","1"
"4160","63d6c8b398b284a355e65870","1","I think afraid of mass exodus.","I think afraid of mass exodus.","1"
"4161","63d6c8b398b284a355e65870","1","In a couple of weeks.","In a couple of weeks.","1"
"4162","63d6c8b398b284a355e65870","1","Don't they have some conflicts here?","Don't hey have some conflicts here?","1"
"4163","63d6c8b398b284a355e65870","1","We need to talk about this month.","We need to talk about this month.","1"
"4164","63d6c8b398b284a355e65870","1","Are you getting all the information you need?","Are you getting all the information you need?","1"
"4165","63d6c8b398b284a355e65870","1","You can talk to Becky!","You can talk to Becky.","1"
"4166","63d6c8b398b284a355e65870","1","Do you still need me to sign something?","Do you still need me to sign something? ","1"
"4167","63d6c8b398b284a355e65870","1","I hope you are feeling better.","I hope you are feeling better.","1"
"4168","63d6c8b398b284a355e65870","1","We don't seem to have any positive income there.","We don't seem to have any positive income therem","1"
"4169","63d6c8b398b284a355e65870","1","Do we have anyone in Portland?","Do we have anyone in Portland?","1"
"4170","63d6c8b398b284a355e65870","1","This is good I think.","This is good I think.","1"
"4171","57cc61d2f734660001106261","1","I sent it to her.","I sent it to her.","1"
"4172","57cc61d2f734660001106261","1","If so what was it?","If so what was it?","1"
"4173","57cc61d2f734660001106261","1","I hope you are feeling better.","I hope you are feeling better.","1"
"4174","57cc61d2f734660001106261","1","If not can I call you?","If not can I call you?","1"
"4175","57cc61d2f734660001106261","1","I am now officially a Blackberry addict.","I am now officially a Blackberry addict.","1"
"4176","57cc61d2f734660001106261","1","Don't they have some conflicts here?","Don't they have some conflicts here?","1"
"4177","57cc61d2f734660001106261","1","We don't seem to have any positive income there.","We don't seem to have any positive income there.","1"
"4178","57cc61d2f734660001106261","1","If we don't get it, could be trouble.","If we don't get it, could be trouble.","1"
"4179","57cc61d2f734660001106261","1","Could you try ringing her?","Could you try ringing her?","1"
"4180","57cc61d2f734660001106261","1","What is in the plan?","What is in the plan?","1"
"4181","57cc61d2f734660001106261","1","Can you help get this cleared up?","Can you help get this cleared up?","1"
"4182","57cc61d2f734660001106261","1","I wanted to go drinking with you.","I wanted to go drinking with you.","1"
"4183","57cc61d2f734660001106261","1","Do you still need me to sign something?","Do you still need me to sign something?","1"
"4184","57cc61d2f734660001106261","1","I am not concerned with the Brown money.","I am not concerned with the Brown money.","1"
"4185","57cc61d2f734660001106261","1","Thursday works better for me.","Thursday works better for me.","1"
"4246","6061ef11da123a1d9e55c6c8","1","Get with Mary for format.","Get with Mary for format.","1"
"4247","6061ef11da123a1d9e55c6c8","1","He would love anything about rocks.","He would love anything about rocks.","1"
"4248","6061ef11da123a1d9e55c6c8","1","Can you help get this cleared up?","Can you help get this cleared up.","1"
"4249","6061ef11da123a1d9e55c6c8","1","Do we have anyone in Portland?","Do we have anyone in Portland?","1"
"4250","6061ef11da123a1d9e55c6c8","1","Suggest you get facts before judging anyone.","Suggest you get facts before judging anyone.","1"
"4251","6061ef11da123a1d9e55c6c8","1","What number should he call you on?","What number should he call you on?","1"
"4252","6061ef11da123a1d9e55c6c8","1","Hopefully this can wait until Monday.","Hopefully this can wait until Monday.","1"
"4253","6061ef11da123a1d9e55c6c8","1","It's not looking too good is it?","It's not looking too good is it?","1"
"4254","6061ef11da123a1d9e55c6c8","1","Are you getting all the information you need?","Are you getting all the information you need?","1"
"4255","6061ef11da123a1d9e55c6c8","1","Could you try ringing her?","Could you try ringing her?","1"
"4256","6061ef11da123a1d9e55c6c8","1","We don't seem to have any positive income there.","We don't seem to have any positive income there.","1"
"4257","6061ef11da123a1d9e55c6c8","1","Did you talk to Ava this morning?","Did you talk to Ava this morning?","1"
"4258","6061ef11da123a1d9e55c6c8","1","I think that is the right answer.","I think that is the right answer.","1"
"4259","6061ef11da123a1d9e55c6c8","1","If so what was it?","If so what was it?","1"
"4260","6061ef11da123a1d9e55c6c8","1","I am not concerned with the Brown money.","I am not concerned with the Brown money.","1"
"4291","5e8a5a892f6f027054a83d88","1","I think afraid of mass exodus.","I think afraid of mass exodus","1"
"4292","5e8a5a892f6f027054a83d88","1","You can talk to Becky!","You can talk to Becky!","1"
"4293","5e8a5a892f6f027054a83d88","1","Do we have anyone in Portland?","Do we have anyone in Portland?","1"
"4294","5e8a5a892f6f027054a83d88","1","Could you try ringing her?","Could you try ringing her?","1"
"4295","5e8a5a892f6f027054a83d88","1","We don't seem to have any positive income there.","We don't seem to have any positive income here.","1"
"4296","5e8a5a892f6f027054a83d88","1","What is up with ENE?","What is up with ENE?","1"
"4297","5e8a5a892f6f027054a83d88","1","I changed that in one prior draft.","I changed that in one prior draft.","1"
"4298","5e8a5a892f6f027054a83d88","1","Is this the only time available?","Is this the only time avaiable?","1"
"4299","5e8a5a892f6f027054a83d88","1","If we don't get it, could be trouble.","If we don't get it, could be trouble.","1"
"4300","5e8a5a892f6f027054a83d88","1","Suggest you get facts before judging anyone.","Suggest you get facta before juding anyone.","1"
"4301","5e8a5a892f6f027054a83d88","1","Should systems manage the migration?","Should systems manage the migration?","1"
"4302","5e8a5a892f6f027054a83d88","1","Are you getting all the information you need?","Are you getting all the information you need?","1"
"4303","5e8a5a892f6f027054a83d88","1","I hope you are feeling better.","I hope you are feeling better.","1"
"4304","5e8a5a892f6f027054a83d88","1","If so what was it?","If so what was it?","1"
"4305","5e8a5a892f6f027054a83d88","1","Take what you can get.","Take what you can get.","1"
"4336","57cc61d2f734660001106261","2","I'm out of office till Wednesday.","I'm out of the office until Wednesday.","1"
"4337","57cc61d2f734660001106261","2","Thanks - that's what I was hoping it was.","Thanks - that's what I was hoping it was.","1"
"4338","57cc61d2f734660001106261","2","I'll presume it is dead until I hear otherwise.","I'll presume it is dead until I hear otherwise.","1"
"4339","57cc61d2f734660001106261","2","Joel Ephross on issues reacquiring economic interests/swaps from Jedi2/Whitewing.","Joel Ephross on issues requiring economic?","1"
"4340","57cc61d2f734660001106261","2","Please send to Hartsoe for comment.","Please send to Hartsoe for comment.","1"
"4341","57cc61d2f734660001106261","2","Can we go to 150/150 with Foster?","Can we go to 150/150 with Foster?","1"
"4342","57cc61d2f734660001106261","2","Can I meet with you at 4:00?","Can I meet with you at 4:00?","1"
"4343","57cc61d2f734660001106261","2","I think we are dong OK.","I think we are doing OK.","1"
"4344","57cc61d2f734660001106261","2","Producers reacting to price management.","Producers reacting to price management.","1"
"4345","57cc61d2f734660001106261","2","I saw your 5:30 AM message!","I saw your 5:30 AM message!","1"
"4346","57cc61d2f734660001106261","2","I didn't think we had.","I didn't think we had!","1"
"4347","57cc61d2f734660001106261","2","Maybe Michael will go to Quil tomorrow.","Maybe Michael will go Quil tomorrow.","1"
"4348","57cc61d2f734660001106261","2","The filing concerns various scheduling and balancing rules.","The filing concerns various filing and scheduling concerns.","1"
"4349","57cc61d2f734660001106261","2","I'll give you my handwritten notes.","I'll give you my handwritten notes.","1"
"4350","57cc61d2f734660001106261","2","Issue on post bankruptcy price risk issue remains.","Issue on post bankruptcy price issue remains.","1"
"4366","60f9739250a5c6f6e4726336","4","FYI I saw Ken Caminiti at Animal Kingdom yesterday!","FYI ","1"
"4367","60f9739250a5c6f6e4726336","4","How do you like the Blackberry?","How do you like the Blackberry? ","1"
"4368","60f9739250a5c6f6e4726336","4","Will call when I leave.","Will call when I leave. ","1"
"4369","60f9739250a5c6f6e4726336","4","Can you get me the Calger letter done?","Can you get me the Calger letter done? ","1"
"4370","60f9739250a5c6f6e4726336","4","Shelley (making good use of my jury duty time)","Shelley (making good use of my jury duty time) ","1"
"4371","60f9739250a5c6f6e4726336","4","What are you up to with Vince","What are you up to with Vince? ","1"
"4372","60f9739250a5c6f6e4726336","4","And how would I be going for work?","And how would I be going for work?","1"
"4373","60f9739250a5c6f6e4726336","4","Will let you know how call goes in morning.","Will let you know how call goes in the morning ","1"
"4374","60f9739250a5c6f6e4726336","4","Meeting with Alaska Governor Tony Knowles on November 30th.","Meeting with Alaska Governor Tony Knowl on November 30th.","1"
"4375","60f9739250a5c6f6e4726336","4","Man I don't want to get sick again.","Man I don't want to get sick again. ","1"
"4376","60f9739250a5c6f6e4726336","4","The filing concerns various scheduling and balancing rules.","The filing concerns some scheduling and various rules. ","1"
"4377","60f9739250a5c6f6e4726336","4","I'll see you Thursday October 25.","I'll see you Thursday October 30.","1"
"4378","60f9739250a5c6f6e4726336","4","Let me know where you might be.","Let me know where you might be. ","1"
"4379","60f9739250a5c6f6e4726336","4","I have a doctor's appointment for 11:00 on Tuesday.","I have a doctor's appointment for 11:00 on Tuesday. ","1"
"4380","60f9739250a5c6f6e4726336","4","Target customers: Munis, Wapa, BPA.","Target customers - Munis, Wapa, BPA. ","1"
"4426","63d6c8b398b284a355e65870","2","Yes still need it - when are you back?","Yes still need it - when are you back?","1"
"4427","63d6c8b398b284a355e65870","2","Chase back office and their restart plan updates individually.","Chase back office and their restart plans individually.","1"
"4428","63d6c8b398b284a355e65870","2","Or if he comes down I-10N then?","Or if he comes down I-10N then.","1"
"4429","63d6c8b398b284a355e65870","2","On Mahonia margining, I spoke with Mike Garberding.","on Mahonia margening i spoke wkth Mike Garberdering","1"
"4430","63d6c8b398b284a355e65870","2","Can we go to 150/150 with Foster?","Can we go to 150/150 with Foster?","1"
"4431","63d6c8b398b284a355e65870","2","I'll give you my handwritten notes.","I'll give you my handwritten notes.","1"
"4432","63d6c8b398b284a355e65870","2","If not, I can try information in Omaha.","If not, I can try information in Omaha.","1"
"4433","63d6c8b398b284a355e65870","2","I'm out of office till Wednesday.","I'm out of office until Wednesday.","1"
"4434","63d6c8b398b284a355e65870","2","Thanks - that's what I was hoping it was.","Thanks - thats what i was hoping it was.","1"
"4435","63d6c8b398b284a355e65870","2","If this has already been covered, then I apologize.","If this has already been covered then i apoogize.","1"
"4436","63d6c8b398b284a355e65870","2","Producers reacting to price management.","Producers reacting to price management.","1"
"4437","63d6c8b398b284a355e65870","2","Joel Ephross on issues reacquiring economic interests/swaps from Jedi2/Whitewing.","Joel Ephross on issues reaquiring ","1"
"4438","63d6c8b398b284a355e65870","2","Please send to Hartsoe for comment.","Please send to Hartsoe for comment.","1"
"4439","63d6c8b398b284a355e65870","2","Can I meet with you at 4:00?","Can I meet with you at 4:00?","1"
"4440","63d6c8b398b284a355e65870","2","Meeting with Alaska Governor Tony Knowles on November 30th.","Meeting with Alaska Governor Tony Knowles in November.","1"
"4546","6061ef11da123a1d9e55c6c8","2","Meeting with Alaska Governor Tony Knowles on November 30th.","Meeting with Alaska governor Tony Knowles on November 30th.","1"
"4547","6061ef11da123a1d9e55c6c8","2","1 - number of questions on this.","1- number of questions on this.","1"
"4548","6061ef11da123a1d9e55c6c8","2","Maybe Michael will go to Quil tomorrow.","Maybe Michael will go to Quil tomorrow.","1"
"4549","6061ef11da123a1d9e55c6c8","2","I guess that's additive to my stretch?","I guess that's additive to my stretch?","1"
"4550","6061ef11da123a1d9e55c6c8","2","Shelley (making good use of my jury duty time)","Shelley (making good use of my jury duty time).","1"
"4551","6061ef11da123a1d9e55c6c8","2","Ava, LA was Socal meeting.","Ava, meeting was socal time.","1"
"4552","6061ef11da123a1d9e55c6c8","2","That's not the behavior that I was looking for.","That's not the behavior that I was looking for.","1"
"4553","6061ef11da123a1d9e55c6c8","2","Please send to Hartsoe for comment.","Please send to Hartso for comment.","1"
"4554","6061ef11da123a1d9e55c6c8","2","Joel Ephross on issues reacquiring economic interests/swaps from Jedi2/Whitewing.","Joel Ephroass on acquiring ","1"
"4555","6061ef11da123a1d9e55c6c8","2","The SoCal meeting was very beneficial.","The SoCal meeting was very beneficial.","1"
"4556","6061ef11da123a1d9e55c6c8","2","If not, I can try information in Omaha.","If not, I can try information in Omaha.","1"
"4557","6061ef11da123a1d9e55c6c8","2","Can we go to 150/150 with Foster?","Can we go 150/150 with Mohammad?","1"
"4558","6061ef11da123a1d9e55c6c8","2","Here's my work email (kay.mann@enron.com).","Here's my work email (Kay.Mann@enron.com)","1"
"4559","6061ef11da123a1d9e55c6c8","2","I have a doctor's appointment for 11:00 on Tuesday.","I have a doctor's appointment for 11:00 on Tuesday.","1"
"4560","6061ef11da123a1d9e55c6c8","2","Can I meet with you at 4:00?","Can I meet with you at 4:00?","1"
"4576","60f9739250a5c6f6e4726336","5","I am on my way.","I am on my way. ","1"
"4577","60f9739250a5c6f6e4726336","5","What is the purpose of this?","What is the purpose of this? ","1"
"4578","60f9739250a5c6f6e4726336","5","Jan has a lot of detail.","Jan has a lot of detail. ","1"
"4579","60f9739250a5c6f6e4726336","5","How soon do you need it?","How soon do you need it? ","1"
"4580","60f9739250a5c6f6e4726336","5","Get with Mary for format.","Get with Mary for format. ","1"
"4581","60f9739250a5c6f6e4726336","5","I'll call you in the morning.","I'll call you in the morning. ","1"
"4582","60f9739250a5c6f6e4726336","5","Are you being a baby?","Are you being a baby? ","1"
"4583","60f9739250a5c6f6e4726336","5","You have a nice holiday too.","You have a nice holiday too. ","1"
"4584","60f9739250a5c6f6e4726336","5","We need to talk about this month.","We need to talk about this month. ","1"
"4585","60f9739250a5c6f6e4726336","5","John this message concerns me.","John this message concerns me. ","1"
"4586","60f9739250a5c6f6e4726336","5","Check and find out form?","Check and find out form? ","1"
"4587","60f9739250a5c6f6e4726336","5","I am walking in now.","I am walking in now. ","1"
"4588","60f9739250a5c6f6e4726336","5","I've never worked with her.","I've never worked with her. ","1"
"4589","60f9739250a5c6f6e4726336","5","Thursday works better for me.","Thursday works better for me. ","1"
"4590","60f9739250a5c6f6e4726336","5","We will keep you posted.","We will keep you posted. ","1"
"4591","63d6c8b398b284a355e65870","5","It reads like she is in.","It reads like she is in","1"
"4592","63d6c8b398b284a355e65870","5","Neil has been asking around.","Neil has been asking around.","1"
"4593","63d6c8b398b284a355e65870","5","Get with Mary for format.","Get with Mary for format.","1"
"4594","63d6c8b398b284a355e65870","5","Thursday works better for me.","Thursday works better for me.","1"
"4595","63d6c8b398b284a355e65870","5","What is the purpose of this?","What is the purpose of this?","1"
"4596","63d6c8b398b284a355e65870","5","I would like to attend if so.","I would like to attend if so.","1"
"4597","63d6c8b398b284a355e65870","5","I will be back Friday.","I will be back Friday.","1"
"4598","63d6c8b398b284a355e65870","5","Are you going to call?","Are you going to call?","1"
"4599","63d6c8b398b284a355e65870","5","We just need a sitter.","We just need a sitter.","1"
"4600","63d6c8b398b284a355e65870","5","Jan has a lot of detail.","Jan has a lot of detail.","1"
"4601","63d6c8b398b284a355e65870","5","We will get you a copy.","We will get you a copy.","1"
"4602","63d6c8b398b284a355e65870","5","What is in the plan?","What is in the plan?","1"
"4603","63d6c8b398b284a355e65870","5","We will keep you posted.","We will keep you posted.","1"
"4604","63d6c8b398b284a355e65870","5","I'll call you in the morning.","I'll call you in the morning.","1"
"4605","63d6c8b398b284a355e65870","5","I think that is the right answer.","I think that is the right answer","1"
"4606","57cc61d2f734660001106261","6","I have a doctor's appointment for 11:00 on Tuesday.","I have a doctor's appointment for 11:00 on Tuesday.","1"
"4607","57cc61d2f734660001106261","6","That's not the behavior that I was looking for.","That's not the behavior I was looking for.","1"
"4608","57cc61d2f734660001106261","6","If this has already been covered, then I apologize.","If this has already been covered, then I apologise.","1"
"4609","57cc61d2f734660001106261","6","I'll see you Thursday October 25.","I'll see you Thursday October 25.","1"
"4610","57cc61d2f734660001106261","6","I saw your 5:30 AM message!","I saw your 5:30 AM message!","1"
"4611","57cc61d2f734660001106261","6","Producers reacting to price management.","Producers reacting to price management.","1"
"4612","57cc61d2f734660001106261","6","Issue on post bankruptcy price risk issue remains.","Issue on post bankruptcy price risk issue remains.","1"
"4613","57cc61d2f734660001106261","6","9:00 AM every second Saturday with Michelle.","9:00 every second Saturday with Michelle.","1"
"4614","57cc61d2f734660001106261","6","We had a VP PRC meeting Thursday.","We had a VP PRC meeting Wednesday.","1"
"4615","57cc61d2f734660001106261","6","I am unavailable for the 1PM meeting.","I am unavailable for the 1PM meeting.","1"
"4616","57cc61d2f734660001106261","6","I also just received my Blackberry, cool.","I also just received my Blackberry, cool.","1"
"4617","57cc61d2f734660001106261","6","Who should I contact regarding severance?","Who should I contact regarding severance?","1"
"4618","57cc61d2f734660001106261","6","I'm quite interested as I told Lyn.","I'm quite interested as I told Lyn.","1"
"4619","57cc61d2f734660001106261","6","You didn't answer me about driving tomorrow.","You didn't answer me about driving tomorrow.","1"
"4620","57cc61d2f734660001106261","6","Budget allocation from Glisan has been postponed.","Budget allocation from Glisan has been postponed.","1"
"4666","5e8a5a892f6f027054a83d88","6","San Francisco was Interconnect meeting.","San Francisco was Interconnect meeting.","1"
"4667","5e8a5a892f6f027054a83d88","6","I'm looking forward to the long weekend!","I'm looking forward to the long weekend!","1"
"4668","5e8a5a892f6f027054a83d88","6","Yes still need it - when are you back?","Yes still need it - when are you back?","1"
"4669","5e8a5a892f6f027054a83d88","6","If this has already been covered, then I apologize.","If this has already been covered, then I apologize.","1"
"4670","5e8a5a892f6f027054a83d88","6","If not, I can try information in Omaha.","If not, I can try information in Omaha.","1"
"4671","5e8a5a892f6f027054a83d88","6","Who should I contact regarding severance?","Who should I contact regarsing severance?","1"
"4672","5e8a5a892f6f027054a83d88","6","He is at 281 350 8441.","He is at 281 250","1"
"4673","5e8a5a892f6f027054a83d88","6","I'll give you my handwritten notes.","I'll give you my handwritten notes.","1"
"4674","5e8a5a892f6f027054a83d88","6","We sold the UK business to AEP.","We sold the UK business to AEP.","1"
"4675","5e8a5a892f6f027054a83d88","6","You didn't answer me about driving tomorrow.","You didn't answer me about driving tomorrow.","1"
"4676","5e8a5a892f6f027054a83d88","6","I have a doctor's appointment for 11:00 on Tuesday.","I have a doctor's appointment for 11:00 on Tuesday.","1"
"4677","5e8a5a892f6f027054a83d88","6","What Enron entity owns the EOTT GP?","What Enron entity owns","1"
"4678","5e8a5a892f6f027054a83d88","6","Lisa Mellencamp on any issues regarding pending litigation.","Lisa Mellencamp on any issues regarding li","1"
"4679","5e8a5a892f6f027054a83d88","6","Here's the talking points for ANNGTC.","Here's the talking points for A","1"
"4680","5e8a5a892f6f027054a83d88","6","On Mahonia margining, I spoke with Mike Garberding.","On Mahonia margning, I spoke with Mike","1"
"4756","60f9739250a5c6f6e4726336","1","He would love anything about rocks.","He would love anything about rocks. ","1"
"4757","60f9739250a5c6f6e4726336","1","Take what you can get.","Take what you can get. ","1"
"4758","60f9739250a5c6f6e4726336","1","Should systems manage the migration?","Should system manage the migrations? ","1"
"4759","60f9739250a5c6f6e4726336","1","Do we have anyone in Portland?","Do we have anyone in Portland? ","1"
"4760","60f9739250a5c6f6e4726336","1","I am not concerned with the Brown money.","I am not concerned with the Brown money. ","1"
"4761","60f9739250a5c6f6e4726336","1","If not can I call you?","If not can I call you? ","1"
"4762","60f9739250a5c6f6e4726336","1","In a couple of weeks.","Im a couple of weeks. ","1"
"4763","60f9739250a5c6f6e4726336","1","You can talk to Becky!","You can talk to Becky! ","1"
"4764","60f9739250a5c6f6e4726336","1","Thursday works better for me.","Thursday works better for me. ","1"
"4765","60f9739250a5c6f6e4726336","1","Get with Mary for format.","Get with Mary for format. ","1"
"4766","60f9739250a5c6f6e4726336","1","Have I mentioned how much I love Houston traffic?","Have I mentioned how much I love Houston traffic? ","1"
"4767","60f9739250a5c6f6e4726336","1","Ava, do we need to worry about this?","Ava, do we need to worry about this? ","1"
"4768","60f9739250a5c6f6e4726336","1","I hope you are feeling better.","I hope you are feeling better. ","1"
"4769","60f9739250a5c6f6e4726336","1","Can you help get this cleared up?","Can you help get this cleared up? ","1"
"4770","60f9739250a5c6f6e4726336","1","Are you getting all the information you need?","Are you getting all the information you need? ","1"
"4816","6061ef11da123a1d9e55c6c8","3","I will resend to you.","I will resend to you.","1"
"4817","6061ef11da123a1d9e55c6c8","3","What is the stock price doing?","What is the stock price doing?","1"
"4818","6061ef11da123a1d9e55c6c8","3","The rest is a byproduct of slapshot.","The rest is a byproduct of slapshot.","1"
"4819","6061ef11da123a1d9e55c6c8","3","If not can I call you?","If not can I call you?","1"
"4820","6061ef11da123a1d9e55c6c8","3","Remember blackberry doesn't work so well at home.","Remember blackberry doesn't work so well at home.","1"
"4821","6061ef11da123a1d9e55c6c8","3","We are on a plane coming back.","We are on a plane coming back.","1"
"4822","6061ef11da123a1d9e55c6c8","3","Are you going to call?","Are you going to call?","1"
"4823","6061ef11da123a1d9e55c6c8","3","This is the neatest toy I have had.","This is the nearest toy I have had.","1"
"4824","6061ef11da123a1d9e55c6c8","3","We are waiting on the cold front.","We are waiting on the cold front.","1"
"4825","6061ef11da123a1d9e55c6c8","3","I'm waiting until she comes home.","I'm waiting jntil she comes home.","1"
"4826","6061ef11da123a1d9e55c6c8","3","I will be back Friday.","I will be back Friday.","1"
"4827","6061ef11da123a1d9e55c6c8","3","Have I mentioned how much I love Houston traffic?","Have I mentioned hiw much I love Houston's traffic?","1"
"4828","6061ef11da123a1d9e55c6c8","3","I will bring John Brindle.","I will bring John Brindle.","1"
"4829","6061ef11da123a1d9e55c6c8","3","I won't be home until 6.","I won't be home until 6.","1"
"4830","6061ef11da123a1d9e55c6c8","3","I have a high level in my office.","I have a high level in my office.","1"
"4861","63d6c8b398b284a355e65870","3","Maybe traffic will be light on Thursday.","Maybe traffic will be light on Thursday.","1"
"4862","63d6c8b398b284a355e65870","3","She has a web address.","She has a web address.","1"
"4863","63d6c8b398b284a355e65870","3","Remember blackberry doesn't work so well at home.","Remember Blackberry doesn't work so well at home.","1"
"4864","63d6c8b398b284a355e65870","3","If not can I call you?","If not can I call you?","1"
"4865","63d6c8b398b284a355e65870","3","We can discuss options early next week.","We can discuss options early next week.","1"
"4866","63d6c8b398b284a355e65870","3","I won't be home until 6.","I won't be home until 6.","1"
"4867","63d6c8b398b284a355e65870","3","We are on a plane coming back.","We are on a plane coming back.","1"
"4868","63d6c8b398b284a355e65870","3","Yes I am here actually.","Yes I am here actually.","1"
"4869","63d6c8b398b284a355e65870","3","Through this account cash flows to corporate.","Through this account cash flows to corporate.","1"
"4870","63d6c8b398b284a355e65870","3","I was planning to attend.","I was planning to attend.","1"
"4871","63d6c8b398b284a355e65870","3","Maybe you can leave early.","Maybe you can leave early.","1"
"4872","63d6c8b398b284a355e65870","3","Have I mentioned how much I love Houston traffic?","Have I mentioned how much I love Houston traffic.","1"
"4873","63d6c8b398b284a355e65870","3","He doesn't want to give the trading positions.","He doesn't want to give the trading positions.","1"
"4874","63d6c8b398b284a355e65870","3","What is the stock price doing?","What is the stock price doing?","1"
"4875","63d6c8b398b284a355e65870","3","We are waiting on the cold front.","We are waiting on the cold front.","1"
"4876","57cc61d2f734660001106261","4","If so he probably will have to pay back.","If so he probably will have to pay back.","1"
"4877","57cc61d2f734660001106261","4","Have we assigned employees to NetCo?","Have we assigned employees to NetCo?","1"
"4878","57cc61d2f734660001106261","4","Issue on post bankruptcy price risk issue remains.","Issue on post bankruptcy price risk issue remains.","1"
"4879","57cc61d2f734660001106261","4","I'm looking forward to the long weekend!","I'm looking forward to the long weekend!","1"
"4880","57cc61d2f734660001106261","4","Will let you know how call goes in morning.","Will let you know how call goes in morning.","1"
"4881","57cc61d2f734660001106261","4","How do you like the Blackberry?","How do you like the Blackberry?","1"
"4882","57cc61d2f734660001106261","4","We're planning to go to West Virginia for Christmas.","We're planning to go to West Virginia for Christmas.","1"
"4883","57cc61d2f734660001106261","4","Can you get me the Calger letter done?","Can you get me the Calger letter done?","1"
"4884","57cc61d2f734660001106261","4","I went to see a doctor.","I went to see a doctor.","1"
"4885","57cc61d2f734660001106261","4","Probably need to check with HR group providing services.","Probably need to check with HR group providing services.","1"
"4886","57cc61d2f734660001106261","4","FYI I saw Ken Caminiti at Animal Kingdom yesterday!","FYI I saw Ken Camitini at Animal Kingdom yesterday.","1"
"4887","57cc61d2f734660001106261","4","Meeting with Alaska Governor Tony Knowles on November 30th.","Meeting with Alaska Governor Tony Knowles on 30th.","1"
