,Unnamed: 0.1,Unnamed: 0,llama_prompt,llama_response,llama_story,llama_mem,llama_read,mistral_prompt,mistral_response,mistral_story,mistral_mem,mistral_read,original,mem_count_cer0,memorability,readability,words,llama_use_score,mistral_use_score
301,301,301,Have you seen Jim's text about the picnic?,What do you think about Tracy and Jim?,"Tracy and Jim were supposed to meet at the park for a picnic, but Jim was running late. They had been friends since college and were looking forward to catching up. Tracy was starting to get worried.",6,2,Have you heard any rumors about what's really going on between Tracy and Jim?,What do you think about Tracy and Jim?,Tracy and Jim were an odd couple. Their neighbors couldn't figure out if they loved or hated each other. Jane and Tom often debated their relationship during coffee breaks.,7,1,What do you think about Tracy and Jim?,7,high,7,8,0.25032085,0.46085042
302,302,302,How's your day going so far?,Are you in a good mood?,"Jane was excited for her day off and decided to surprise Mark at work. However, he seemed stressed out and not in the mood for company.",8,1,"Hey, what's on your mind?",Are you in a good mood?,"Tom and Lisa were sitting in the park, enjoying the sunshine. Tom was playing with his phone, while Lisa watched him with a concerned expression.",9,1,Are you in a good mood?,7,high,7,6,0.24894321,0.24226967
303,303,303,What's going on that's taking your attention away from this?,Can you help get this cleared up?,"Sarah was trying to clarify some issues with her coworker, Alex, regarding their project deadline. However, Alex seemed distracted and preoccupied.",6,2,Do you think we can discuss our wedding budget today?,Can you help get this cleared up first?,"Tom and Lisa were trying to figure out a budget for their upcoming wedding. However, they couldn't agree on some expenses and decided to seek help from an accountant. But when they arrived at the accountant's office, they found out he was in a meeting.",8,1,Can you help get this cleared up?,8,high,8,7,0.037773076,0.16508976
304,304,304,Has your promotion affected your work routine?,I have a high level in my office.,"Sarah was worried about her brother's career progress. She wanted to discuss it with him, but he was already at the office, sitting high up.",6,2,"Hey Michael, do you have a moment to go over some concepts for our upcoming campaign?",I have a high-level meeting right now.,"Michael is the head of the marketing department at his company. He has been working on a high-stakes project for weeks. Sarah, an assistant in the same department, wants to discuss some ideas related to their latest campaign.",8,2,I have a high level in my office.,9,high,9,8,0.3344049,0.08243642
305,305,305,What's been your favorite hike recently?,I haven't had a conversation on this since 1999.,"After many years, Mark and his old friend, Alex, finally met up for lunch. They had a lot to catch up on, but their conversation was stilted. Alex mentioned that he hadn't had a conversation about their shared love of hiking since 1999.",6,2,Have you heard any news about Professor Thompson lately?,I haven't had a conversation on this since 1999.,"John and Emma were old college friends who had lost touch after graduation. During a chance encounter at a reunion, John mentioned that they had studied under a controversial professor whose methods had been called into question. Emma was surprised as she had not heard about this since her graduation in 1999.",5,1,I haven't had a conversation on this since 1999.,7,high,7,9,0.1705283,0.21150194
306,306,306,Are we going to be able to meet our financial obligations soon?,I'm working on a liquidity forecast.,"Alex and Ryan were discussing their company's financial struggles. Alex was trying to find solutions to stabilize the business, while Ryan was busy working on a liquidity forecast.",5,2,"Hey Sara, do you have any insight into when we might expect some incoming revenue?",I'm working on a liquidity forecast.,Tom and Sara were discussing their business finances. Tom was concerned about their current cash flow situation but Sara was working on a liquidity forecast to address those concerns.,6,1,I'm working on a liquidity forecast.,7,high,7,6,0.23430225,0.23627621
307,307,307,Do you think we'll get the report before our deadline?,"If we don't get it, could be trouble.","John and Emily were struggling to finish their project on time. They needed crucial information from their boss, but he was out of town for an emergency.",6,2,Have you heard back from the bank about our loan application yet?,"If we don't get it, could be trouble.","Michael and Sarah were trying to secure funding for their startup business. If they didn't get the loan from the bank on time, it could lead to financial troubles.",8,1,"If we don't get it, could be trouble.",9,high,9,8,0.14922956,0.19396415
308,308,308,I've been waiting for what feels like an eternity for this project to start,Did you set up my corporate account for me?,"Emily had been waiting for Alex to set up her corporate account for weeks. She was getting frustrated with the delay and needed access to the company's resources. Finally, she decided to send him a message.",8,1,Have you received an email with the details of our corporate account?,Did you set up my corporate account for me?,"Tom and Lisa were setting up their new business venture. They had decided to use a corporate account for all their financial transactions. But Tom, who was in charge of the finances, couldn't remember if he had already set it up for Lisa or not.",3,1,Did you set up my corporate account for me?,7,high,7,9,0.04397281,0.34055075
309,309,309,Can't you see that your criticism is affecting Mary's self-esteem?,Are you being a baby?,Jane was frustrated with Mark's constant nitpicking about their daughter's small mistakes. She felt he was being too harsh and critical.,6,1,Can you please clean up the living room? It's getting hard to focus on my work.,Are you being a baby?,"Tom and Alex have been roommates for years. Tom was annoyed by the constant mess in their shared living room. One day, he decided to confront Alex about it.",8,1,Are you being a baby?,8,high,8,5,0.108936064,0.15574834
310,310,310,Do you think we'll make it on time?,Maybe traffic will be light on Thursday.,"As they drove to their daughter's school for an open house event, Emma mentioned that she had forgotten her ID and wondered how they would get in without it. Jack replied that he was hoping the traffic wouldn't be too bad.",6,2,"What day do you think is the best for our road trip, traffic-wise?",Maybe traffic will be light on Thursday.,"Andrew and Lisa were planning a weekend trip to the mountains. They were trying to decide on the best day to leave, considering the traffic situation in the city. Lisa suggested Thursday, hoping that traffic would be lighter than usual.",8,1,Maybe traffic will be light on Thursday.,7,high,7,7,0.120905004,0.31520978
311,311,311,Can we discuss my future plans?,Mike is putting pressure on me.,"Mike is trying to push me into making a big decision without considering all the options. However, I'm not sure if it's the right choice for me.",6,2,Can I speak with you about the latest developments on our project?,Mike is putting pressure on me.,Mike has been constantly demanding that Sarah completes the project ahead of schedule. Sarah is feeling overwhelmed and unable to meet his expectations.,6,2,Mike is putting pressure on me.,7,high,7,6,0.07433894,0.07668397
312,312,312,What do you mean by 'silent fireworks'?,Kind of like silent fireworks.,"As they sat together in the quiet evening, Emma's words were kind of like silent fireworks, exploding with emotion and depth. Jack listened intently, his eyes never leaving hers. The air was thick with unspoken feelings.",6,2,Mark: Can you feel the peace and tranquility of this moment?,Lisa: Kind of like silent fireworks.,"Mark and Lisa had been dating for six months. They shared a deep connection but rarely expressed their emotions openly. One evening, they sat together in the darkened living room, watching the stars outside. Mark reached for Lisa's hand, and they shared a moment of understanding, kind of like silent fireworks.",8,1,Kind of like silent fireworks.,7,high,7,5,0.45219797,0.18116292
313,313,313,Is the document ready yet?,Can you get with Mary and make sure?,"Mark was at work and had to get something from his colleague, Sarah. He asked her if she could check with Mary about a crucial document they needed.",6,2,Could you please take care of Mary's dog for us while we are away?,Can you get with Mary and make sure she's okay with it?,"Tom and Lisa were planning a surprise party for their mutual friend, Mary. They needed someone to keep an eye on her dog while they were out. However, the person they approached, Mark, was hesitant.",8,1,Can you get with Mary and make sure?,7,high,7,8,0.053358685,0.35848835
314,314,314,"I've been trying to call you all day, what's going on?",Where are you DSM boy?,Jane was worried about her son DSM who had been missing school for a few days. She tried to reach out to him but his phone was going straight to voicemail. Jane decided to go to the school to inquire about her son's whereabouts.,6,1,"Hey DSB, I think I've got something really interesting to discuss regarding this political issue.",Where are you DSM boy?," DSMA and DSB were old friends from college who had reconnected online. They lived in different cities but enjoyed debating various topics over the phone. One day, while discussing a controversial political issue, DSMA mentioned that he had found some compelling evidence to support his argument. Excited, DSB asked where DSMA was located so they could delve deeper into the topic together. However, instead of responding with his location, DSMA inadvertently uttered, 'Where are you DSM boy?'.",3,1,Where are you DSM boy?,7,high,7,5,0.15255208,0.05179071
315,315,315,What do you think is Emily's strategy this time?,She has the game tomorrow.,"Sarah had been preparing for weeks to take part in the regional tennis tournament. She had finally received her opponent's name and was feeling confident about her chances of winning. Her rival, Emily, had always been a tough competitor.",8,2,What day does she have her soccer game?,She has the game tomorrow.,"Mike and Lisa were discussing their daughter's soccer team schedule. Lisa mentioned that their daughter had an important game coming up, but Mike was unsure of the exact date.",9,1,She has the game tomorrow.,7,high,7,5,0.2743293,0.48406464
316,316,316,Have you received my message yet?,I sent it to her.,Sarah had been waiting for John to respond to her email. She was worried about the upcoming project deadline and needed his expertise. I sent it to her.,8,1,Have you had a chance to look over the proposal I sent?,I sent it to her.,Michael had received an important email regarding a business deal and decided to send it directly to Lisa for her review. Lisa was at home but had stepped out for a short errand.,9,1,I sent it to her.,9,high,9,5,0.24333669,0.209827
317,317,317,Do you have your phone handy?,Remember blackberry doesn't work so well at home.,"Sarah and Michael were discussing their plans for the weekend. Sarah was going out with friends on Saturday night, but Michael wanted to stay home to watch his favorite TV show. He told her he'd call her back after the show.",7,2,"Hi Lisa, I've got some important updates regarding the project.",Remember blackberry doesn't work so well at home for me.,"Michael and Lisa were planning to video call each other using their blackberry phones to discuss business matters. However, Michael mentioned that he had been having connectivity issues with his device at home.",5,1,Remember blackberry doesn't work so well at home.,8,high,8,8,0.22369486,0.03689002
318,318,318,Do you think we'll be able to weather this storm?,I think afraid of mass exodus.,"As the news of the company's financial struggles spread, Emma couldn't help but worry about the fate of her colleagues. Jack, who had been with the company for years, seemed particularly concerned.",6,2,"Hi Tom, how's it going with that new project we discussed?",I think afraid of mass exodus.,"The manager of a small technology firm was concerned about the potential impact on his team if several key employees decided to leave the company at once. He shared his concerns with one of his most valued employees, who had recently received an offer from a competitor.",6,2,I think afraid of mass exodus.,9,high,9,6,0.08884395,0.07200491
319,319,319,How did you manage to get an appointment with the financial advisor so quickly?,On call with S&P now.,"Emily was anxious about her brother's financial situation. She had been trying to reach him all day but his phone went straight to voicemail. Just as she was about to give up, he finally picked up and answered with 'On call with S& P now.'",4,2,"Sarah: Michael, we need to go over the Q3 project plans together today.","Michael: I'm sorry Sarah, I'm currently on call with S&P now.","Michael is an important financial analyst at his firm and has been put on call to provide expert advice to S&P on an urgent matter. Sarah, a colleague, wants to discuss some project plans with him.",9,1,On call with S&P now.,9,high,9,5,0.2714919,0.13583335
320,320,320,Do you think our manager would even care about the changes we're proposing?,Could you see where this stands?,"Jane was considering quitting her job due to the poor working conditions. Mark, her colleague, had also been thinking of leaving but wanted to discuss it with Jane first.",7,2,Can we agree on the project cost before I leave for this unexpected meeting?,Could you see where this stands in terms of the budget details?,"Michael and Lisa were discussing the budget for their upcoming project. They had almost reached an agreement but needed to finalize some details. Suddenly, Michael received a call from his boss asking him to attend an impromptu meeting.",8,1,Could you see where this stands?,8,high,8,6,0.071119905,0.101878464
321,321,321,Did you have a rough morning?,Sorry for the unfriendly greeting in the lobby.,"As they sat across from each other in the hotel lobby, Sarah couldn't help but notice how cold Emily's demeanor was. 'Sorry for the unfriendly greeting in the lobby.', Emily said quietly, her eyes avoiding Sarah's.",6,2,"Hey Lisa, I saw that article you shared on social media last night about sustainable living. I'd love to hear your thoughts on it.",Sorry for the unfriendly greeting in the lobby this morning.,"Tom and Lisa had a misunderstanding in the lobby of their office building. Tom mistakenly thought Lisa was ignoring him, leading to an unfriendly greeting.",8,1,Sorry for the unfriendly greeting in the lobby.,7,high,7,8,0.1793916,0.10843457
322,322,322,Are you excited about our trip?,See you on the third.,"Emily was looking forward to her weekend getaway with her best friend, Olivia. However, Olivia had to attend an urgent conference on the third and promised to catch up with Emily then.",6,2,What time should we meet at the art exhibit on Thursday?,See you on the third.,"Tom and Lisa made plans to attend the art exhibit on Thursday. However, Tom had to unexpectedly travel for business and couldn't make it. Lisa suggested they reschedule their outing for the following week.",7,1,See you on the third.,8,high,8,5,0.16879395,0.20425361
323,323,323,The shelter said we can come and get Whiskers whenever we're ready.,Did we get ours back?,"John and Sarah had been searching everywhere for their lost pet cat, Whiskers. They finally received a call from the local animal shelter saying they found a cat matching Whiskers' description. However, before they could pick up Whiskers, they needed to confirm that it was indeed their pet.",6,2,Have you received our package from the last exhibition yet?,Did we get ours back?,Mike and Lisa had lent their neighbor Tom a valuable antique vase for an art exhibition. They were eagerly awaiting its return but Tom seemed unresponsive to their requests. Days turned into weeks.,8,1,Did we get ours back?,8,high,8,5,0.124707304,0.19965906
324,324,324,What's the latest update you've heard about Littler's new program?,Diane has info from Littler on its proposed training.,Diane has information from Littler on its proposed training. She is eager to discuss it with her colleague.,5,2,What's the latest on the training project with Littler?,Diane has info from Littler on its proposed training.,Diane and Littler were collaborating on a new training program. Diane had recently received some important updates from Littler about the proposed plan.,8,1,Diane has info from Littler on its proposed training.,3,low,3,9,0.116135515,0.37299132
325,325,325,I've been trying all morning to reach him,Do you have a number for him?,"Sarah was trying to get hold of James, her colleague who had moved to another department. She wanted to discuss an important project they were working on together. However, James was not answering his phone.",8,2,May I borrow your phone for a moment?,Do you have a number for him?,"Tom needed to contact his friend John regarding an important business matter. But he didn't have John's number at hand. Meanwhile, John was at a social event and chatting with other guests.",8,1,Do you have a number for him?,7,high,7,7,0.11906952,0.14303333
326,326,326,I'm really worried about Emma's mood today.,What is up with ENE?,"Sarah had planned a surprise party for her friend Emma's birthday. However, Emma was feeling upset because she had just received an email from ENE, their boss, asking them to work on the weekend.",6,2,"Hi Mark, could we arrange a time to go over the current status of Project X?",What is up with ENE?,"ENE, the new project Mark is leading for the company, has encountered unexpected challenges. Jane, as the team's account manager, wanted to discuss these issues with Mark.",5,2,What is up with ENE?,10,high,10,5,0.10892449,0.0961027
327,327,327,What did you want to tell me?,I'll call you in the morning.,"It had been a long night for Sarah and Alex, who had gone out to celebrate their anniversary. As they lay in bed, exhausted, Sarah whispered something in Alex's ear before falling asleep.",6,1,Is now a convenient time for us to discuss the business proposal?,I'll call you in the morning.,"Tom promised Sarah that he would call her early the next day to discuss some important business matters. However, Sarah was feeling unwell and decided to rest instead.",7,1,I'll call you in the morning.,9,high,9,6,0.06529111,0.1458034
328,328,328,Do you have any tips for prioritizing tasks?,Can talk about 1 more if needed.,"Jane was struggling with her project deadline and Mark had experience with similar tasks. She wanted his advice on how to manage her workload. However, he was in the middle of a task.",6,2,What about we consider going to Europe instead?,"Sure, we can talk about that for another 10 minutes if needed.","Tom and Lisa were discussing their upcoming vacation plans. They had narrowed down their options to two destinations but needed to finalize the details for one of them. However, they kept finding new information that required further discussion.",8,1,Can talk about 1 more if needed.,3,low,3,7,0.15318608,0.045775812
329,329,329,What's the holdup this time?,I do wish I knew.,"Jane had been trying to get in touch with Mark for weeks, but he was always busy or away on business trips. She longed to discuss their daughter's recent struggles at school, but every time she thought they might finally have a chance to talk, something would come up and they'd have to put it off.",6,2,Do you live around here? I saw someone today who looked just like you.,"I do wish I knew your name, or even what part of town you're from.","Mike regretted not asking Anne for her phone number earlier that day. Now, as he sat alone in the park, he wondered where she could be.",5,1,I do wish I knew.,2,low,2,5,0.054610495,0.15379319
330,330,330,Are you heading out today?,She was leaving Omaha for Houston at 4:00.,"She was leaving Omaha for Houston at 4:00. As she packed her bags, she couldn't help but think about the long drive ahead. Her friend, Alex, who lived in Houston, was excited to meet up with her later that day.",5,2,"Do you have some extra time to lend a hand with my boxes, Ann?",She was leaving Omaha for Houston at 4:00.,Tom was packing his bags for his upcoming move to Houston. His friend Ann wanted to help him out but learned that Tom would be leaving Omaha at 4:00.,8,1,She was leaving Omaha for Houston at 4:00.,0,low,0,8,0.12143161,0.07457161
331,331,331,What caught your attention back there?,I didn't think we had.,"As they walked through the old antique shop, Emily noticed that Tom seemed particularly interested in an intricately carved music box. However, she didn't think they had come across any vintage items.",6,1,"Hey Lisa, do we have enough for eggs and milk this week?",I didn't think we had enough for that.,"John and Lisa had discussed their budget for the month. They thought they had enough money left for groceries, but discovered they were short when they went to the store.",5,1,I didn't think we had.,2,low,2,5,0.024870219,0.16236757
332,332,332,What's your schedule looking like this week?,I have a doctor's appointment for 11:00 on Tuesday.,Sarah had a lot on her mind and needed some advice from Alex. She was feeling anxious about an upcoming event and wanted to make sure she was prepared. They were supposed to meet for coffee at 10:00 on Tuesday.,7,2,What about next Tuesday at noon for our lunch date?,I have a doctor's appointment for 11:00 AM on Tuesday.,"Tom had mentioned to Sara that he was feeling unwell and needed to visit the doctor. When Sara suggested they meet up for lunch on Tuesday at 12:00 PM, Tom replied with a concern.",8,1,I have a doctor's appointment for 11:00 on Tuesday.,1,low,1,9,0.3140269,0.17077647
333,333,333,"You're not going to be able to finish the project on time, are you?",Do you need to be there?,"Mark was supposed to help Jane with their daughter's school project. However, he had a prior commitment and couldn't make it.",6,1,Should we go visit him?,Do you need to be there?,"Tom and Emma were planning a surprise party for their best friend, Alex. They had invited everyone except for one person, who was always busy and rarely attended social events. Tom suggested visiting him to ask for his presence at the party. However, Emma felt it was unnecessary, questioning if they really needed him there.",8,1,Do you need to be there?,7,high,7,6,0.09377008,0.18911938
334,334,334,Did you do anything fun over the weekend?,Hope you had a good weekend.,"Sarah was excited to show her new art collection to Emily, but she had been busy all weekend and didn't get a chance. On Monday morning, Sarah walked into the office where Emily was already seated at her desk.",9,1,Did you get a chance to do anything fun this weekend?,Hope you had a good weekend.,"Michael and Lisa had planned a hike through the woods for their weekend, but unexpected rain forced them to cancel. Instead, they spent the time indoors, catching up on movies and reading.",10,1,Hope you had a good weekend.,3,low,3,6,0.3380211,0.30954623
335,335,335,How many slides do you think we should have?,Jan has a lot of detail.,"Jan has been preparing for the presentation and is going over every detail. Her colleague, Alex, notices her focus.",5,2,"Hey Tom, have you given any thought to the catering for our community event?",Jan has a lot of detail.,"Jan and Tom were planning an event for their local community center. Jan had meticulously researched various vendors and options, making extensive notes on each one. Tom was impressed by her thoroughness.",8,1,Jan has a lot of detail.,8,high,8,6,0.09543511,0.100092575
336,336,336,Can we really make this work?,Do we know what we need?,"Jane was unsure if she and Mark were truly on the same page when it came to their future plans. She felt like they had different priorities, but wasn't sure what they actually needed.",4,2,Shall we assign some tasks based on each other's strengths?,Do we know what we need?,Tom and Lisa were planning an event for their organization. They had a long list of tasks to accomplish but weren't sure where to start. They decided to meet and discuss their options.,8,1,Do we know what we need?,7,high,7,6,0.046784543,0.15894878
337,337,337,Have you seen Julia lately?,Does Dan know about Julia changing groups?,Dan was worried about his colleague Julia's sudden change of groups at work. He wondered if she had told anyone else about it yet.,6,2,"Susanne: Hey Dan, have you noticed anything unusual about Julia's behavior at work recently?",Does Dan know about Julia changing groups?,"Dan and Julia were coworkers on the same project. Dan had been noticing that Julia seemed less engaged lately and had stopped attending their weekly team meetings. Susanne, another team member, wondered aloud if something was wrong with Julia.",8,1,Does Dan know about Julia changing groups?,7,high,7,7,0.3176476,0.40853637
338,338,338,Are you in your office?,Can you bring these to 49C1?,John and Emma were colleagues at the same company. They needed to discuss some important documents with each other. John decided to visit Emma's office but she was not available.,6,2,Could you bring me those files from the third drawer of my desk?,Can you bring these to 49C1?,"John asked Lisa to pick up some documents for him at the office. But unfortunately, Lisa was currently helping Tom in another department with an urgent project.",7,2,Can you bring these to 49C1?,8,high,8,6,0.13336985,0.14435191
339,339,339,How do you plan to support Sarah?,I can fill you in on more details later.,"Jane had been worried about her sister, Sarah, who was going through a tough time. Mark, a close friend of the family, had offered to help in any way he could. Jane wanted to fill him in on more details later.",7,2,What are your thoughts on a weekend in the park for Alex's surprise party?,I can fill you in on more details later.,"Tom and Lisa were planning a surprise party for their mutual friend, Alex. However, they had not yet decided on the date or location of the party. Mike approached Tom with some information about Alex's preferences but could only share the details later.",7,1,I can fill you in on more details later.,7,high,7,9,0.14715147,0.14365402
340,340,340,What's the latest update on your job?,She is taking over Global Finance Legal.,"Sarah had been working for years to advance her career. Finally, she was taking over Global Finance Legal.",7,2,"Sarah: 'I heard some exciting news about Emily, didn't you?',",She is taking over Global Finance Legal.,"Mark's assistant, Emily, had been promoted to take over the legal department of Global Finance. This came as a surprise to Mark, who had expected her to remain in her current role. Sarah, another colleague, expressed her curiosity during a coffee break.",6,2,She is taking over Global Finance Legal.,3,low,3,7,0.1792731,0.07986881
341,341,341,What are the project's requirements?,Also it appears no payment is required tomorrow.,Sarah was excited to receive an email from Alex regarding their upcoming project. She had been waiting for the details and was eager to start working on it. Also it appears no payment is required tomorrow.,6,2,What about that tour we were looking at? Is the price still the same?,Also it appears no payment is required tomorrow.,"John and Lisa were discussing plans for their upcoming vacation. They had been comparing prices for various activities when they came across an unexpected free option. Lisa mentioned, 'This hiking trail looks beautiful, and it seems there's no entrance fee.' John replied, 'Also it appears no payment is required tomorrow for that guided tour we were considering.',",8,1,Also it appears no payment is required tomorrow.,7,high,7,8,0.087337926,0.10229472
342,342,342,Do you think we'll ever be able to relive that perfect night?,I will need to have my memory refreshed.,"After the anniversary of their wedding, Tom and Lily struggled to remember important details from their special day. They couldn't recall where they had dinner or what their first dance was like.",6,2,"Tom, do you remember which company we approached for our marketing campaign back in 2005?",I will need to have my memory refreshed.,Tom and Lisa were old friends who had known each other since college. They had recently run into each other at the grocery store and Tom mentioned that he was having trouble remembering some details about a project they had worked on together years ago. Lisa offered to help him out but Tom responded by saying he would need to have his memory refreshed.,8,1,I will need to have my memory refreshed.,7,high,7,8,0.13859558,0.16541773
343,343,343,Has he settled into the resort yet?,I hope he is having a fantastic time.,"Emma was excited to hear that her best friend, Ryan, had finally booked his dream vacation. She hoped he was having a fantastic time.",6,2,Have you heard anything new about Alex's whereabouts?,I hope he is having a fantastic time.,"Tom and Lisa were excitedly planning their friend's surprise birthday party. They had prepared everything meticulously, from the decorations to the menu. However, they were waiting for one essential guest, who was known to be adventurous and living life to the fullest.",7,1,I hope he is having a fantastic time.,8,high,8,8,0.12710068,0.14038274
344,344,344,Have you received my invitation?,Please send me an email to let me know.,"Sarah had sent an invitation to Tom for her birthday party. However, Tom was busy with work and had not RSVP'd yet. Sarah wanted to confirm if he could attend.",6,2,I'd like to go over our budget plans for next quarter with you in detail.,Please send me an email to let me know when would be a good time for us to talk about it.,"John needed to discuss some important financial matters with Lisa. However, Lisa was out of the office for the day and had asked him to contact her via email.",9,1,Please send me an email to let me know.,8,high,8,9,0.17262055,0.115250334
345,345,345,What's the latest on Mary's grades?,I'm out of office till Wednesday.,"Jane was worried about her daughter's academic performance and wanted to discuss it with Mark. Unfortunately, he had informed her that he would be out of office till Wednesday.",6,1,"Lisa: Hi Tom, are you available for our weekly meeting today?",Tom: I'm afraid I have some urgent matters to attend to and won't be able to make it till Wednesday.,"Tom had planned to discuss business strategies with Lisa during their weekly meeting. However, he received an unexpected email requiring his immediate attention and informed Lisa that he would be out of office till Wednesday.",8,1,I'm out of office till Wednesday.,2,low,2,6,0.13637841,0.28037065
346,346,346,Do you think we should push forward with the project?,Danny I recommended on Monday we cancel it.,"Danny and Tom were discussing the project deadline. Danny suggested canceling the meeting, but Tom seemed hesitant. On Monday, Danny recommended that they cancel it.",4,2,What do you think about us still going to the concert this weekend?,Danny I recommended on Monday we cancel it.,"Danny had suggested to Tom that they attend a concert on the weekend. But as the week progressed, Tom started to have second thoughts and decided it would be best to cancel their plans.",8,1,Danny I recommended on Monday we cancel it.,2,low,2,8,0.10819984,0.2147815
347,347,347,Did Rachel cancel again?,If so Whitt is done?,"Whitt was trying to meet with his business partner, Rachel, to finalize their new project. However, Rachel had an unexpected emergency at home and wasn't able to attend the meeting.",6,2,Is your portion of the project finally finished?,If so Whitt is done?,"Whitt was working on a complex project with a tight deadline. His colleague, Sarah, was eagerly waiting for him to complete his part before they could move forward.",5,1,If so Whitt is done?,7,high,7,5,0.21204044,0.20750134
348,348,348,I think I've solved it!,If so what was it?,"Jane was excited to tell Mark that she had finally figured out the mystery surrounding their favorite childhood book. However, Mark was nowhere to be found and Jane wondered where he could have gone.",4,1,"Look at this picture, Lisa. Do you remember where we took this?","If so what was the location, Michael?","Michael had found an old photograph of himself and Lisa, taken during their teenage years. He couldn't recall the exact location or date of the photo. Lisa came into the room as Michael was examining it.",6,2,If so what was it?,9,high,9,5,0.031835593,0.13528219
349,349,349,What's new with your project?,"Hey TK, how are you doing?","Jane was excited to share her latest project with her colleague, TK. She had spent weeks working on it and wanted to get his feedback. However, TK was in a meeting.",7,2,"I'm sorry I can't make it to lunch today, Lisa. Something came up.","Hey TK, how are you doing?",TK and Lisa were old friends who had lost touch after moving to different cities. They had planned to catch up over lunch but TK's schedule changed suddenly.,10,1,"Hey TK, how are you doing?",8,high,8,6,0.070922576,0.0848254
350,350,350,What do you think is the most pressing issue we're facing?,"In isolation, all of these things are trivial.","As the days passed, John's struggles with his new job and Sarah's difficulties at her old one seemed insignificant when they met for coffee. But their conversations were brief, as John had to leave early to attend a work conference, while Sarah was already planning her departure for another city.",4,2,Did you hear the news about the new coffee shop opening downtown?,"In isolation, all of these things are trivial.","Tom and Lisa were both dealing with minor inconveniences in their daily lives. Tom had received a parking ticket, while Lisa's favorite coffee shop was closed for renovations. In isolation, all of these things seemed insignificant.",5,1,"In isolation, all of these things are trivial.",3,low,3,8,0.22304317,0.078256086
351,351,351,What's going on with the presentation?,The troops just walked in.,Mark was getting ready for his presentation when Jane walked into the room. The troops just walked in.,6,1,Can you tell me what brings these men here so suddenly?,The troops just walked in.,"The commanding officer of Fort Green received an urgent message from the front lines. The situation was critical and reinforcements were needed immediately. As he was about to issue orders, the troops just walked in.",9,1,The troops just walked in.,7,high,7,5,0.06351563,0.07789543
352,352,352,How's the project coming along?,I'm available by cell when you get data points.,"Emily and Ryan were discussing their new project, but Ryan was still waiting for some crucial data points to come in. Emily promised to be available by cell when he got the information.",6,2,Is this a good time to go over our investment strategy?,I'm available by cell when you get data points.,John is analyzing some complex data for his company and needs to be reached urgently when he gets the latest figures. Sarah wants to discuss an important matter regarding their mutual investment portfolio.,5,2,I'm available by cell when you get data points.,7,high,7,9,0.085077606,0.13141432
353,353,353,What's the budget we're looking at for this project?,But we should pay them the 4500.,"John and Emily were planning their next project at work. They needed to hire some freelancers, but they wanted to make sure they paid them fairly.",6,2,How much do we have saved up for emergencies?,But we should pay them the 4500.,"Michael and Lisa were discussing their household budget when they came across an unexpected expense. They needed to pay for repairs on the roof of their house, which would cost them 4500 dollars.",8,1,But we should pay them the 4500.,7,high,7,7,0.06482333,0.113252185
354,354,354,What do you think of the project plan so far?,This seems fine to me.,"Mark was at work and needed Jane's input on a project. However, Jane didn't seem too concerned about the details, saying 'This seems fine to me.' when Mark showed her the proposal.",5,1,Is the hiking trail you suggested really suitable for your injured foot?,This seems fine to me.,"John and Lisa were planning their weekend activities. John suggested they go hiking, but Lisa was hesitant due to a recent injury. John assured her that the trail they had chosen was easy and should not aggravate her injury. Lisa replied, 'This seems fine to me.'",9,1,This seems fine to me.,8,high,8,5,0.09446841,0.19714698
355,355,355,Do you think I'll be able to study properly with all these people around?,Man I don't want to get sick again.,"Emily was feeling anxious about her upcoming exams, and she didn't want to fall behind. Her roommate, Sarah, had been sick recently and Emily didn't want that to happen to her too.",8,1,"Tom, are you feeling alright today? You've sounded a bit under the weather lately.",Man I don't want to get sick again.,"Mark and Tom both worked long hours at their office jobs. Mark had recently recovered from a serious illness and was determined not to fall sick again. Tom, however, seemed to be constantly sniffling and coughing, making Mark uneasy.",8,1,Man I don't want to get sick again.,3,low,3,8,0.09377247,0.19962047
356,356,356,What made you start drinking again?,Seemed fine when I picked him up.,"Sarah had been concerned about her friend John's drinking habit. When she met him at the party, he seemed fine when I picked him up. However, as they continued to drink, Sarah noticed that John's behavior changed for the worse.",6,2,What happened to Tom at daycare today? I heard there was an issue.,Seemed fine when I picked him up.,"Mark dropped off Tom at his daycare center before heading to work. Tom seemed fine when Mark left him. However, later that day, the daycare teacher called Mark concerned about Tom's behavior.",9,1,Seemed fine when I picked him up.,3,low,3,7,0.026426326,0.22880244
357,357,357,I've got so many stories to tell you about my travels!,Are you back in town?,"After months of separation, Emily had finally returned from her long trip and wanted to catch up with her friend, Sarah. She was excited to share stories about her adventures.",5,2,"Hey Lisa, it's been a long time! How have you been?",Are you back in town?,"Tom and Lisa were old high school sweethearts. They had lost touch after graduation but bumped into each other at the grocery store recently. Tom was excited to catch up with Lisa on her new life, but she seemed distant.",8,1,Are you back in town?,7,high,7,5,0.10409825,0.15900254
